Price,Age,Mileage,Fuel Type,Horse Power,Metalic,Automatic,CC,Doors,Weight,derived_col
7950,67,72880,Petrol,86,1,0,1332,3,1015,0.10908342480790341
8250,63,72522,Petrol,110,1,0,1600,3,1050,0.11375858360221726
9450,64,72000,Petrol,86,1,0,1300,3,1015,0.13125
7950,57,72000,Petrol,86,0,0,1300,3,1015,0.11041666666666666
9500,59,71366,Petrol,110,0,0,1600,3,1065,0.13311661015049184
8950,65,71317,Petrol,110,0,0,1600,3,1050,0.1254960247907231
10950,62,71000,Petrol,110,0,0,1600,5,1070,0.15422535211267605
8950,60,70954,Petrol,110,0,0,1600,3,1050,0.1261380612791386
9450,63,70908,Petrol,86,0,0,1300,5,1035,0.13327128109663225
8000,58,70560,Petrol,110,1,0,1600,3,1050,0.11337868480725624
9900,67,70552,Petrol,110,0,0,1600,5,1075,0.14032203197641455
8950,62,70500,Petrol,110,1,0,1600,5,1035,0.12695035460992907
10900,60,70453,Diesel,72,0,0,2000,5,1135,0.15471307112543115
9450,59,70218,Petrol,110,1,0,1600,3,1050,0.1345808766982825
8450,64,70116,Petrol,110,1,0,1600,4,1035,0.12051457584574134
9500,65,70068,Petrol,110,1,0,1600,5,1075,0.1355825769252726
10500,67,70000,Petrol,107,1,1,1587,3,1065,0.15
6950,68,70000,Petrol,86,1,0,1300,3,1015,0.09928571428571428
9750,68,69103,Petrol,110,0,0,1600,4,1035,0.14109372964994285
6950,58,69022,Petrol,86,1,0,1300,5,1035,0.100692532815624
9650,67,69000,Petrol,110,1,0,1600,3,1065,0.1398550724637681
9950,68,68865,Petrol,110,1,0,1600,3,1065,0.14448558774413708
9250,58,68723,Petrol,86,0,0,1300,3,1025,0.1345983149746082
8950,63,68453,Petrol,110,1,0,1600,5,1070,0.1307466436825267
9900,63,68238,Petrol,86,0,0,1300,5,1050,0.14508045370614614
10995,63,68153,Petrol,110,1,0,1600,5,1085,0.1613281880474814
10500,65,68000,Petrol,110,0,0,1600,5,1075,0.15441176470588236
8950,65,68000,Petrol,86,1,0,1300,3,1015,0.13161764705882353
9750,67,67762,Petrol,110,1,0,1600,3,1065,0.14388595377940439
10950,68,67146,Petrol,110,1,0,1600,5,1075,0.16307747296935038
9750,67,67110,Petrol,86,1,0,1300,5,1035,0.14528386231560125
9950,59,67010,Petrol,110,1,0,1600,3,1065,0.14848530070138785
10500,65,67003,Petrol,110,1,0,1600,4,1035,0.1567094010715938
10400,68,66785,Petrol,86,0,1,1300,3,1045,0.1557235906266377
8800,68,66550,Petrol,86,0,0,1332,3,1010,0.1322314049586777
10500,61,66259,Petrol,110,1,0,1600,3,1065,0.15846903816839977
9250,62,66082,Petrol,110,0,0,1600,5,1070,0.13997760358342665
7800,65,66000,Petrol,86,1,0,1300,3,1015,0.11818181818181818
9950,61,66000,Petrol,110,0,0,1600,3,1050,0.15075757575757576
10750,63,65896,Petrol,110,1,0,1600,3,1065,0.16313585043098217
10950,67,65785,Petrol,110,1,0,1600,5,1075,0.1664513186896709
9950,65,65513,Petrol,110,1,1,1600,4,1070,0.15187825317112635
9950,59,65463,Petrol,110,1,0,1600,5,1070,0.15199425629745048
8100,68,65400,Petrol,86,1,0,1300,4,1000,0.12385321100917432
9250,60,65259,Petrol,110,1,0,1600,3,1050,0.1417429013622642
7800,64,65000,Petrol,110,1,0,1600,3,1050,0.12
9000,68,65000,Petrol,110,0,0,1600,5,1070,0.13846153846153847
8950,57,65000,Petrol,110,0,0,1600,4,1035,0.1376923076923077
8950,62,64966,Petrol,86,0,0,1300,3,1020,0.1377643690545824
9950,68,64950,Petrol,110,1,0,1600,5,1075,0.15319476520400307
8500,60,64914,Petrol,110,1,0,1600,5,1070,0.1309424777397788
7995,62,64797,Petrol,110,1,0,1600,5,1075,0.1233853419139775
8750,65,64772,Petrol,110,1,0,1600,3,1050,0.13508923608966839
9750,63,64690,Petrol,86,0,0,1300,3,1020,0.15071881279950533
10950,65,64630,Petrol,110,0,0,1600,5,1070,0.16942596317499614
9750,67,64613,Petrol,110,1,0,1600,5,1085,0.15089842601334097
8200,60,64383,Petrol,86,0,0,1300,3,1015,0.1273628131649659
8950,68,64000,Petrol,110,0,0,1600,5,1075,0.13984375
9500,66,63881,Petrol,86,0,0,1300,3,1015,0.14871401512186722
10950,58,63870,Diesel,72,0,0,2000,5,1135,0.17144199154532644
9750,66,63328,Petrol,86,0,1,1300,5,1065,0.15396033350176858
9950,65,63000,Petrol,86,1,1,1300,5,1065,0.15793650793650793
10450,61,63000,Petrol,86,0,1,1300,3,1050,0.16587301587301587
9850,65,62396,Petrol,110,0,0,1600,3,1050,0.1578626835053529
9450,62,62377,Petrol,110,1,0,1600,5,1075,0.15149814835596453
10295,67,62316,Petrol,110,1,0,1600,3,1050,0.16520636754605558
9750,68,62292,Petrol,110,1,0,1600,3,1065,0.156520901560393
8950,65,62225,Petrol,110,1,0,1600,3,1050,0.14383286460425873
9900,68,62222,Petrol,110,0,0,1600,5,1075,0.1591077110989682
8750,66,62135,Petrol,86,1,0,1300,5,1035,0.14082240283254205
9950,58,62024,Petrol,110,1,0,1600,5,1075,0.16042177221720624
8500,60,61977,Petrol,86,1,0,1300,3,1015,0.13714765154815495
9950,62,61930,Petrol,110,1,0,1600,4,1035,0.16066526723720329
10950,57,61682,Petrol,110,0,0,1600,3,1050,0.17752342660743814
9795,68,61568,Petrol,110,1,0,1600,4,1035,0.15909238565488565
8750,68,61504,Petrol,110,1,0,1600,4,1035,0.1422671696149844
8250,65,61384,Petrol,110,1,0,1600,3,1050,0.13439984360745472
9950,58,61343,Petrol,110,1,0,1600,5,1075,0.16220269631416787
9950,62,61254,Petrol,110,0,0,1600,5,1075,0.16243837137166553
10500,59,61166,Petrol,110,1,0,1600,3,1050,0.17166399633783475
9750,62,61149,Petrol,86,1,0,1300,5,1040,0.1594465976549085
11250,61,61144,Petrol,110,1,0,1600,5,1090,0.18399188800209343
8900,59,61127,Petrol,110,1,0,1600,3,1050,0.14559850802427732
7950,60,61100,Petrol,86,1,0,1300,3,1015,0.13011456628477905
11500,68,61100,Petrol,110,1,0,1600,5,1075,0.18821603927986907
9450,57,61000,Petrol,110,1,0,1600,3,1050,0.15491803278688523
7995,65,60724,Petrol,86,1,0,1300,3,1015,0.13166128713523484
10995,59,60708,Petrol,86,1,0,1300,5,1045,0.181112868155762
8950,61,60532,Petrol,110,1,0,1600,3,1050,0.1478556796405207
8250,67,60000,Petrol,86,0,1,1300,4,1030,0.1375
8950,66,60000,Petrol,86,1,0,1300,3,1015,0.14916666666666667
8950,65,60000,Petrol,86,1,0,1300,3,1015,0.14916666666666667
9500,62,59295,Petrol,86,0,0,1300,5,1035,0.16021586980352476
7500,65,59264,Petrol,86,0,0,1300,3,1015,0.1265523758099352
8950,63,59000,Petrol,110,0,0,1600,3,1050,0.15169491525423728
9950,63,59000,Petrol,86,1,0,1300,5,1035,0.16864406779661018
9750,65,59000,Petrol,110,0,0,1600,5,1075,0.1652542372881356
9450,61,59000,Petrol,110,1,0,1600,5,1070,0.16016949152542373
9950,65,59000,Petrol,110,0,0,1600,3,1050,0.16864406779661018
9750,68,58860,Petrol,110,1,0,1600,3,1055,0.1656472986748216
8950,65,58829,Petrol,110,0,0,1600,3,1050,0.15213585136582297
8250,66,58654,Petrol,110,1,0,1600,5,1070,0.1406553687728032
7750,65,58300,Petrol,86,1,0,1300,3,1015,0.13293310463121785
8950,60,58269,Petrol,110,1,0,1600,3,1050,0.15359796804475792
9950,64,58136,Petrol,110,1,0,1600,5,1075,0.17115040594468145
9450,66,58113,Petrol,107,1,1,1600,3,1085,0.16261421712869753
12950,67,58058,Petrol,110,1,0,1600,3,1065,0.2230528092597058
9950,58,58000,Petrol,110,1,0,1600,3,1050,0.17155172413793104
10495,62,58000,Petrol,110,1,0,1600,3,1065,0.18094827586206896
7950,68,57565,Petrol,86,1,0,1300,5,1035,0.13810475115087292
10500,63,57413,Petrol,107,0,1,1600,5,1115,0.18288540922787522
8950,65,57374,Petrol,110,1,0,1600,5,1075,0.15599400425279744
9900,62,57179,Petrol,110,1,0,1600,5,1075,0.17314048864093462
9995,61,57169,Petrol,110,1,0,1600,3,1065,0.1748325141247879
9950,63,57124,Petrol,110,1,0,1600,3,1065,0.1741824802184721
9950,63,57000,Petrol,110,1,0,1600,3,1050,0.17456140350877192
8250,67,57000,Petrol,110,0,0,1600,3,1050,0.14473684210526316
9950,63,57000,Petrol,86,1,0,1300,5,1035,0.17456140350877192
8950,59,56259,Petrol,86,0,0,1300,3,1015,0.15908565740592617
10950,62,56209,Petrol,107,1,1,1600,3,1080,0.1948086605347898
9250,67,56074,Petrol,86,0,0,1300,4,1000,0.16496058779469985
9950,63,55942,Petrol,110,1,0,1600,5,1070,0.1778627864574023
9995,57,55844,Petrol,86,1,0,1300,5,1045,0.17898073203925222
8750,61,55747,Petrol,86,0,0,1300,3,1020,0.15695911887635208
10950,58,55478,Petrol,86,0,0,1300,5,1045,0.19737553624860305
10350,60,55085,Petrol,107,0,1,1600,5,1105,0.18789144050104384
9950,65,55061,Petrol,110,1,0,1600,5,1070,0.1807086685675887
8950,65,55000,Petrol,86,1,0,1300,3,1015,0.16272727272727272
10950,57,55000,Petrol,110,0,0,1600,5,1075,0.1990909090909091
10950,63,54936,Petrol,110,1,0,1600,5,1075,0.19932284840541722
8950,68,54875,Petrol,110,1,0,1600,5,1070,0.1630979498861048
8900,67,54847,Petrol,110,0,0,1600,3,1050,0.16226958630371763
10250,60,54554,Petrol,110,1,0,1600,3,1065,0.18788723100047658
9450,61,54125,Petrol,110,1,0,1600,5,1035,0.1745958429561201
9250,61,54000,Petrol,110,1,0,1600,3,1055,0.1712962962962963
10500,57,54000,Petrol,110,1,0,1600,5,1075,0.19444444444444445
7350,58,54000,Petrol,86,0,0,1300,5,1035,0.1361111111111111
10250,57,54000,Petrol,110,1,0,1600,3,1135,0.18981481481481483
10250,62,53285,Petrol,110,1,0,1600,5,1075,0.1923618279065403
11500,65,53053,Petrol,110,1,0,1600,5,1075,0.21676436770776394
8950,68,53000,Petrol,110,1,1,1587,3,1075,0.16886792452830188
7750,68,53000,Petrol,86,0,0,1300,3,1015,0.14622641509433962
9500,64,52968,Petrol,110,1,0,1600,3,1050,0.17935357196798066
8450,67,52800,Petrol,86,1,0,1300,3,1015,0.16003787878787878
8950,57,52548,Petrol,110,0,0,1600,3,1050,0.17032046890462055
8400,60,52487,Petrol,110,1,0,1600,4,1035,0.16003962886047973
9250,66,52383,Petrol,86,0,0,1300,3,1015,0.17658400626157342
8900,61,52112,Petrol,110,1,0,1600,4,1035,0.17078599938593797
8750,58,51712,Petrol,110,0,0,1600,3,1050,0.16920637376237624
10950,58,51421,Petrol,110,0,1,1600,5,1105,0.2129480173469983
8950,61,51235,Petrol,86,1,0,1300,4,1000,0.17468527373865522
8950,65,51000,Petrol,86,1,0,1300,3,1015,0.17549019607843136
8895,61,50925,Petrol,110,1,0,1600,5,1070,0.17466863033873342
9390,66,50806,Petrol,86,0,0,1300,3,1480,0.18482069046962957
8750,59,50469,Petrol,110,1,0,1600,5,1070,0.17337375418573778
9750,61,50173,Petrol,110,1,0,1600,5,1075,0.19432762641261236
9950,62,50000,Petrol,110,1,0,1600,5,1075,0.199
10950,65,49942,Petrol,110,0,0,1600,3,1065,0.2192543350286332
9900,67,49585,Petrol,110,0,0,1600,5,1085,0.19965715438136533
9500,62,49258,Petrol,110,1,0,1600,4,1035,0.1928620731657802
9950,61,49000,Petrol,110,0,0,1600,3,1050,0.2030612244897959
9950,63,48738,Petrol,110,0,0,1600,5,1055,0.20415281710369731
10500,62,47750,Petrol,86,1,0,1300,5,1040,0.2198952879581152
9950,63,47612,Petrol,86,0,0,1300,3,1015,0.20898092917751826
10495,68,47500,Petrol,86,1,0,1300,5,1035,0.22094736842105264
9500,66,47237,Petrol,110,0,0,1600,3,1050,0.201113533882338
8500,58,47171,Petrol,86,1,0,1300,3,1015,0.18019545907443132
10450,60,47060,Petrol,110,0,0,1600,4,1035,0.2220569485762856
8950,65,47014,Petrol,86,1,0,1300,3,1015,0.19036882630705748
9900,59,46929,Petrol,86,1,0,1300,3,1025,0.21095697756184875
8900,63,46000,Petrol,86,0,0,1300,5,1035,0.1934782608695652
8745,65,45681,Petrol,110,0,0,1600,3,1050,0.19143626453011098
8750,65,45549,Petrol,86,1,0,1300,3,1015,0.1921008145074535
10750,57,45000,Petrol,110,1,0,1600,5,1050,0.2388888888888889
9750,57,45000,Petrol,110,1,0,1600,3,1050,0.21666666666666667
8850,65,45000,Petrol,110,0,0,1600,5,1075,0.19666666666666666
7950,66,45000,Petrol,86,1,0,1300,5,1035,0.17666666666666667
9450,63,45000,Petrol,110,1,0,1600,4,1035,0.21
9950,61,45000,Petrol,107,0,1,1600,3,1085,0.22111111111111112
8250,63,44944,Petrol,110,1,0,1600,4,1035,0.18356176575293698
9950,61,44597,Petrol,86,0,0,1300,3,1015,0.22310917774738212
9995,68,44458,Petrol,86,0,0,1300,3,1015,0.224818930226281
9950,59,43818,Petrol,110,0,0,1600,5,1070,0.22707563101921585
10495,60,43426,Petrol,110,1,0,1600,5,1070,0.24167549394372034
7950,58,43000,CNG,110,1,1,1600,4,1114,0.18488372093023256
8950,68,43000,Petrol,110,1,0,1600,5,1035,0.20813953488372092
9695,57,43000,Petrol,110,0,0,1600,5,1075,0.22546511627906976
7750,64,43000,Petrol,86,0,0,1300,3,1015,0.18023255813953487
9950,68,42750,Petrol,110,1,0,1600,3,1050,0.2327485380116959
9950,67,42102,Petrol,110,1,0,1600,5,1075,0.23633081563821196
9950,63,41586,Petrol,110,1,0,1600,5,1114,0.23926321358149377
9900,64,41200,Petrol,110,0,0,1600,5,1070,0.24029126213592233
10950,57,40214,Petrol,86,0,0,1300,3,1025,0.2722932312130104
