customer_id,tenure_months,monthly_charges,num_support_tickets,late_payments_last_6m,contract_type,internet_type,payment_method,region,auto_pay,streaming_tv,online_security,partner,dependents,churn
CUST-100665,29,106.37,2,0,One year,DSL,Bank transfer,North,1,1,0,1,0,0
CUST-100666,25,29.61,1,1,One year,Fiber,Electronic check,East,0,1,0,1,1,0
CUST-100667,72,89.04,3,2,Two year,Fiber,Credit card,West,1,1,1,0,1,0
CUST-100668,23,18.0,1,0,Month-to-month,Fiber,Bank transfer,South,1,0,1,1,1,0
CUST-100669,15,101.45,1,1,Month-to-month,DSL,Credit card,West,1,0,1,0,1,0
CUST-100671,31,126.47,0,0,Month-to-month,DSL,Credit card,South,1,1,0,0,0,0
CUST-100672,72,58.65,1,0,Two year,DSL,Mailed check,South,1,1,0,0,0,0
CUST-100674,8,94.02,0,0,One year,DSL,Mailed check,South,1,1,0,0,0,0
CUST-100675,18,57.52,0,1,Month-to-month,Fiber,Credit card,West,1,0,0,0,0,1
CUST-100676,28,59.37,3,2,Two year,DSL,Electronic check,South,0,0,0,1,1,0
CUST-100677,32,47.91,0,1,Month-to-month,Fiber,Bank transfer,West,1,1,0,0,0,1
CUST-100678,5,86.9,0,0,Month-to-month,Fiber,Bank transfer,South,1,0,1,1,0,1
CUST-100679,16,57.84,1,0,Month-to-month,Fiber,Mailed check,South,1,0,1,0,1,0
CUST-100681,11,80.89,1,2,Month-to-month,Fiber,Mailed check,Central,1,1,1,0,1,0
CUST-100682,43,46.47,1,2,Month-to-month,Fiber,Electronic check,East,0,1,0,0,0,0
CUST-100683,18,60.1,2,0,Month-to-month,Fiber,Bank transfer,South,1,1,0,0,0,1
CUST-100684,24,70.57,3,0,One year,Fiber,Mailed check,West,1,0,1,0,0,0
CUST-100685,5,52.58,1,0,Month-to-month,Fiber,Electronic check,North,0,0,0,0,0,0
CUST-100686,19,56.2,1,0,Month-to-month,DSL,Electronic check,East,0,0,1,1,0,0
CUST-100687,28,104.84,2,0,Two year,DSL,Electronic check,East,0,1,0,0,0,0
CUST-100688,23,63.1,3,3,One year,Fiber,Credit card,West,1,1,0,0,0,1
CUST-100689,20,59.37,1,2,Month-to-month,Fiber,Credit card,North,1,1,0,0,0,1
CUST-100690,35,63.8,1,3,Month-to-month,Fiber,Bank transfer,North,1,0,0,1,0,0
CUST-100691,7,78.91,2,1,Two year,Fiber,Electronic check,South,0,1,0,0,0,0
CUST-100692,29,43.19,4,0,Month-to-month,DSL,Mailed check,North,1,1,0,0,0,0
CUST-100694,51,74.14,1,0,Two year,DSL,Bank transfer,Central,1,0,0,1,0,0
CUST-100695,21,25.07,2,0,Month-to-month,Fiber,Electronic check,South,0,1,1,1,1,0
CUST-100696,41,111.06,1,1,One year,DSL,Electronic check,East,0,0,1,0,0,1
CUST-100698,37,48.79,2,1,One year,Fiber,Credit card,North,1,0,1,0,0,1
CUST-100700,24,73.47,1,2,Month-to-month,DSL,Credit card,South,1,0,1,1,0,1
CUST-100703,34,56.76,1,2,Two year,DSL,Bank transfer,Central,1,1,1,1,1,0
CUST-100705,54,48.21,1,1,Month-to-month,Fiber,Mailed check,East,1,0,1,1,0,0
CUST-100706,21,65.31,2,0,One year,Fiber,Credit card,Central,1,1,0,1,1,1
CUST-100707,21,98.41,2,1,One year,Fiber,Credit card,East,1,0,1,1,0,1
CUST-100708,22,60.24,1,1,Month-to-month,Fiber,Electronic check,North,0,1,0,0,0,0
CUST-100709,23,74.53,2,1,Month-to-month,Fiber,Bank transfer,South,1,1,0,0,0,0
CUST-100710,7,94.22,4,3,Two year,Fiber,Credit card,West,1,1,0,0,0,0
CUST-100711,10,54.65,2,3,One year,DSL,Bank transfer,West,1,1,1,0,0,0
CUST-100712,45,37.72,1,1,One year,DSL,Credit card,South,1,0,0,0,0,0
CUST-100713,41,32.99,1,0,Two year,DSL,Bank transfer,North,1,0,0,1,0,0
CUST-100714,39,82.0,3,3,One year,Fiber,Electronic check,South,0,0,0,1,0,0
CUST-100715,32,77.33,1,0,Month-to-month,DSL,Electronic check,South,0,0,1,1,0,1
CUST-100716,16,93.48,1,0,Month-to-month,Fiber,Credit card,West,1,1,0,1,0,1
CUST-100717,14,61.42,1,0,Month-to-month,Fiber,Credit card,Central,1,0,1,0,0,1
CUST-100718,23,33.66,0,1,One year,Fiber,Electronic check,North,0,1,1,0,0,1
CUST-100719,50,18.0,1,0,Two year,Fiber,Electronic check,West,0,1,1,0,0,0
CUST-100720,27,136.83,2,1,Month-to-month,Fiber,Credit card,West,1,1,1,1,0,0
CUST-100721,10,80.65,3,1,Month-to-month,DSL,Electronic check,West,0,1,0,0,0,0
CUST-100722,6,71.28,2,0,Month-to-month,DSL,Electronic check,Central,0,0,1,0,0,1
CUST-100723,42,74.69,1,1,Two year,DSL,Credit card,North,1,1,1,0,0,0
CUST-100724,60,33.65,1,1,Month-to-month,Fiber,Credit card,West,1,0,0,1,0,0
CUST-100725,4,48.92,3,0,Month-to-month,DSL,Credit card,North,1,1,0,1,0,0
CUST-100726,43,109.84,1,1,Month-to-month,DSL,Bank transfer,Central,1,1,0,1,0,0
CUST-100727,32,83.8,3,0,Month-to-month,Fiber,Electronic check,East,0,0,1,0,0,1
CUST-100728,12,49.67,1,0,Month-to-month,DSL,Credit card,North,1,1,1,1,0,0
CUST-100729,27,38.56,2,0,Month-to-month,Fiber,Electronic check,West,0,1,1,0,0,1
CUST-100730,8,55.62,2,0,Month-to-month,Fiber,Electronic check,West,0,0,1,1,1,0
CUST-100731,20,60.43,1,2,Month-to-month,Fiber,Credit card,East,1,0,1,0,0,1
CUST-100732,24,117.18,2,0,Month-to-month,Fiber,Bank transfer,South,1,1,0,0,0,1
CUST-100733,53,63.48,1,0,Month-to-month,Fiber,Credit card,North,1,1,0,0,0,0
CUST-100734,19,39.45,0,3,Month-to-month,Fiber,Electronic check,Central,0,0,0,0,1,0
CUST-100735,13,66.59,1,0,One year,Fiber,Credit card,North,1,1,0,1,0,0
CUST-100737,35,37.27,2,0,Month-to-month,Fiber,Bank transfer,East,1,1,0,1,1,1
CUST-100738,13,77.65,1,0,Month-to-month,Fiber,Credit card,West,1,1,1,0,0,1
CUST-100739,9,97.01,2,0,Month-to-month,Fiber,Mailed check,West,1,0,0,0,1,0
CUST-100740,10,71.33,0,3,Month-to-month,DSL,Bank transfer,Central,1,0,1,1,0,1
CUST-100741,54,48.87,2,2,Month-to-month,DSL,Bank transfer,North,1,1,1,1,1,0
CUST-100743,18,28.19,2,4,Month-to-month,Fiber,Credit card,North,1,0,0,1,0,0
CUST-100744,48,64.79,2,1,Month-to-month,Fiber,Bank transfer,Central,1,0,0,0,1,1
CUST-100745,13,75.46,0,1,Month-to-month,DSL,Electronic check,South,0,0,1,0,0,0
CUST-100746,22,46.48,1,1,Month-to-month,Fiber,Electronic check,Central,0,0,1,1,0,0
CUST-100747,8,114.55,1,1,Month-to-month,DSL,Credit card,North,1,1,0,1,0,0
CUST-100748,46,87.01,3,0,One year,DSL,Credit card,East,1,1,1,1,0,0
CUST-100749,12,24.97,0,0,Two year,Fiber,Credit card,East,1,0,1,1,0,1
CUST-100751,30,44.38,3,0,Month-to-month,DSL,Mailed check,North,1,1,1,1,0,1
CUST-100753,7,89.38,2,1,Month-to-month,Fiber,Bank transfer,West,1,0,0,1,0,1
CUST-100754,38,106.97,0,0,One year,Fiber,Electronic check,North,0,1,1,1,0,1
CUST-100755,10,68.25,1,0,Month-to-month,DSL,Bank transfer,West,1,0,0,0,0,0
CUST-100756,72,62.97,1,0,Month-to-month,Fiber,Electronic check,North,0,0,1,1,0,0
CUST-100757,26,38.06,0,1,Two year,Fiber,Mailed check,Central,1,1,1,1,0,0
CUST-100758,4,76.39,4,1,Month-to-month,DSL,Electronic check,East,0,0,0,0,1,0
CUST-100759,62,63.29,0,5,Month-to-month,Fiber,Electronic check,Central,0,0,1,1,1,0
CUST-100760,26,62.37,1,0,One year,Fiber,Electronic check,North,0,1,0,0,0,0
CUST-100761,20,106.83,2,3,Month-to-month,DSL,Credit card,South,1,1,0,1,0,0
CUST-100762,26,64.97,1,2,Month-to-month,Fiber,Bank transfer,East,1,1,0,1,0,0
CUST-100763,4,99.94,2,0,Month-to-month,Fiber,Credit card,North,1,0,1,0,0,0
CUST-100764,23,29.89,0,1,Two year,Fiber,Mailed check,North,1,0,1,0,0,0
CUST-100765,11,132.51,4,0,Month-to-month,Fiber,Mailed check,South,1,1,0,0,1,0
CUST-100766,22,59.04,2,1,Month-to-month,Fiber,Electronic check,West,0,0,0,1,0,0
CUST-100767,16,84.97,2,2,Month-to-month,DSL,Bank transfer,West,1,0,1,1,0,0
CUST-100769,18,56.06,0,1,One year,Fiber,Bank transfer,North,1,1,0,1,1,0
CUST-100771,10,88.9,2,1,Month-to-month,DSL,Credit card,South,1,1,0,0,0,1
CUST-100772,4,50.88,1,2,One year,DSL,Electronic check,West,0,0,0,1,1,1
CUST-100773,3,51.17,1,1,Two year,DSL,Mailed check,South,1,0,0,0,1,0
CUST-100774,7,69.09,0,0,Month-to-month,DSL,Electronic check,South,0,0,1,0,1,0
CUST-100775,36,65.23,6,0,Two year,DSL,Electronic check,South,0,1,1,0,0,0
CUST-100776,9,101.44,2,0,One year,Fiber,Bank transfer,South,1,1,0,0,0,1
CUST-100777,13,84.86,1,0,Month-to-month,DSL,Bank transfer,West,1,0,1,1,1,1
CUST-100778,13,66.31,2,3,One year,Fiber,Bank transfer,East,1,1,0,0,0,0
CUST-100779,16,82.55,1,1,Two year,Fiber,Electronic check,West,0,1,1,0,0,0
CUST-100780,32,18.88,2,1,Month-to-month,DSL,Credit card,North,1,1,0,0,0,1
CUST-100781,18,53.23,4,2,Two year,Fiber,Credit card,East,1,0,0,0,0,1
CUST-100782,41,74.91,3,0,Month-to-month,Fiber,Mailed check,East,1,1,0,0,0,0
CUST-100783,7,94.77,2,1,One year,Fiber,Credit card,Central,1,0,0,1,0,0
CUST-100784,38,72.79,2,1,Two year,Fiber,Electronic check,East,0,1,1,1,0,0
CUST-100785,57,103.0,1,2,Month-to-month,DSL,Bank transfer,North,1,0,1,1,0,0
CUST-100786,22,88.83,1,2,One year,DSL,Credit card,West,1,0,0,0,0,0
CUST-100787,9,56.28,2,1,Month-to-month,Fiber,Credit card,North,1,1,0,0,0,1
CUST-100788,32,64.64,3,3,One year,Fiber,Credit card,Central,1,0,1,1,0,0
CUST-100789,23,77.8,3,1,One year,Fiber,Mailed check,South,1,0,1,0,0,0
CUST-100790,28,57.23,2,4,Month-to-month,Fiber,Credit card,West,1,0,1,0,1,1
CUST-100791,42,104.75,3,0,Month-to-month,DSL,Bank transfer,West,1,1,1,1,0,0
CUST-100792,17,41.39,3,3,Month-to-month,DSL,Electronic check,East,0,0,1,1,0,0
CUST-100793,15,75.59,2,0,Month-to-month,Fiber,Electronic check,East,0,1,0,1,0,1
CUST-100794,72,85.65,4,1,Month-to-month,Fiber,Credit card,North,1,1,1,0,0,0
CUST-100796,47,55.07,1,2,Month-to-month,DSL,Mailed check,West,1,1,1,0,1,0
CUST-100797,40,66.17,2,0,Month-to-month,Fiber,Credit card,Central,1,1,1,1,0,0
CUST-100798,47,87.49,1,1,One year,Fiber,Bank transfer,Central,1,0,0,1,0,0
CUST-100799,29,56.0,0,0,One year,Fiber,Mailed check,South,1,0,0,1,0,0
CUST-100801,13,95.61,2,1,Month-to-month,Fiber,Bank transfer,South,1,1,1,1,0,1
CUST-100802,4,77.58,2,1,Two year,Fiber,Credit card,West,1,0,0,1,0,0
CUST-100804,20,86.22,4,0,Month-to-month,DSL,Mailed check,West,1,0,0,1,0,0
CUST-100805,18,120.32,0,2,Month-to-month,Fiber,Bank transfer,Central,1,1,0,1,0,1
CUST-100806,23,94.76,2,0,One year,Fiber,Bank transfer,South,1,0,0,0,1,0
CUST-100807,12,50.62,2,1,Month-to-month,Fiber,Credit card,West,1,1,1,1,0,1
CUST-100809,16,54.62,2,0,Two year,Fiber,Bank transfer,Central,1,1,1,1,0,0
CUST-100812,30,61.13,3,2,Two year,DSL,Bank transfer,South,1,0,0,1,1,0
CUST-100813,16,81.08,2,0,One year,DSL,Bank transfer,West,1,1,0,0,0,1
CUST-100814,8,66.42,2,1,Month-to-month,Fiber,Mailed check,Central,1,1,0,0,0,0
CUST-100815,24,41.62,2,0,Two year,Fiber,Credit card,Central,1,0,0,1,0,0
CUST-100816,72,31.45,1,2,Two year,DSL,Electronic check,North,0,1,1,0,1,0
CUST-100817,33,118.68,2,2,Month-to-month,Fiber,Electronic check,East,0,0,0,0,0,1
CUST-100818,34,75.8,0,0,One year,Fiber,Electronic check,North,0,1,1,1,1,0
CUST-100819,15,48.22,0,0,Month-to-month,Fiber,Mailed check,South,1,1,0,1,1,0
CUST-100820,11,79.08,0,0,Month-to-month,Fiber,Bank transfer,Central,1,1,0,0,0,0
CUST-100821,47,120.54,0,0,One year,Fiber,Credit card,Central,1,1,1,0,1,0
CUST-100823,12,18.0,1,2,One year,DSL,Electronic check,North,0,1,0,1,0,0
CUST-100824,66,131.66,0,1,Two year,DSL,Mailed check,West,1,0,1,1,1,0
CUST-100825,21,23.62,0,0,Month-to-month,DSL,Electronic check,East,0,1,0,0,1,0
CUST-100826,5,63.06,0,0,One year,Fiber,Bank transfer,East,1,0,1,0,0,0
CUST-100827,31,40.8,1,0,Month-to-month,DSL,Electronic check,Central,0,1,0,1,0,0
CUST-100828,16,50.24,2,1,Two year,Fiber,Mailed check,Central,1,0,0,0,0,0
CUST-100829,4,74.83,0,2,Month-to-month,Fiber,Credit card,Central,1,1,0,1,1,0
CUST-100831,24,65.83,6,1,Month-to-month,Fiber,Electronic check,Central,0,0,0,1,0,0
CUST-100832,23,95.54,2,0,Month-to-month,Fiber,Electronic check,West,0,0,0,1,0,1
CUST-100833,32,47.76,0,0,One year,Fiber,Bank transfer,Central,1,0,0,0,0,0
CUST-100834,8,34.63,3,1,One year,Fiber,Bank transfer,East,1,1,1,0,0,1
CUST-100835,29,64.66,1,0,Month-to-month,Fiber,Electronic check,North,0,1,0,0,1,1
CUST-100836,25,59.88,2,0,One year,DSL,Credit card,Central,1,1,1,0,0,0
CUST-100837,47,53.71,1,1,Two year,DSL,Mailed check,Central,1,0,0,0,0,0
CUST-100838,12,39.48,0,1,Month-to-month,Fiber,Mailed check,South,1,1,0,1,1,0
CUST-100839,52,80.46,1,0,Month-to-month,DSL,Electronic check,East,0,0,0,1,0,0
CUST-100840,40,82.29,2,1,Month-to-month,Fiber,Mailed check,East,1,0,0,0,1,1
CUST-100841,20,42.42,6,0,One year,DSL,Electronic check,West,0,1,0,0,0,0
CUST-100842,23,45.75,0,2,Month-to-month,Fiber,Electronic check,West,0,1,0,1,0,0
CUST-100844,22,44.84,1,0,Month-to-month,Fiber,Mailed check,Central,1,1,0,0,1,0
CUST-100845,38,72.29,1,0,Two year,DSL,Credit card,Central,1,1,0,1,0,0
CUST-100846,18,103.23,0,0,Month-to-month,DSL,Credit card,Central,1,1,0,1,0,1
CUST-100847,46,66.56,3,0,One year,DSL,Electronic check,East,0,0,0,0,0,0
CUST-100848,31,38.87,3,1,Month-to-month,DSL,Electronic check,North,0,0,0,1,1,1
CUST-100849,72,77.41,1,0,Two year,Fiber,Credit card,Central,1,1,0,0,0,0
CUST-100850,13,63.74,1,1,Month-to-month,Fiber,Credit card,North,1,1,0,0,0,1
CUST-100851,35,64.4,2,1,Month-to-month,Fiber,Credit card,North,1,0,0,0,0,1
CUST-100852,6,79.41,1,2,Two year,Fiber,Electronic check,South,0,1,0,0,0,0
CUST-100853,19,84.58,4,1,Two year,Fiber,Electronic check,North,0,0,0,0,0,1
CUST-100854,32,68.85,1,0,Month-to-month,Fiber,Electronic check,West,0,1,0,0,1,0
CUST-100855,37,66.54,1,0,Month-to-month,Fiber,Credit card,East,1,0,0,1,0,1
CUST-100856,17,117.52,1,1,One year,DSL,Bank transfer,South,1,0,0,0,0,0
CUST-100857,50,96.81,4,0,Two year,Fiber,Mailed check,North,1,0,0,1,1,0
CUST-100858,57,88.01,2,0,Month-to-month,DSL,Bank transfer,South,1,0,0,0,1,0
CUST-100859,13,71.15,0,1,Month-to-month,DSL,Electronic check,West,0,0,1,1,1,0
CUST-100860,20,43.86,2,1,One year,Fiber,Bank transfer,West,1,1,0,0,1,0
CUST-100861,18,95.06,1,1,One year,Fiber,Electronic check,South,0,0,0,0,1,1
CUST-100862,15,71.46,2,1,One year,DSL,Bank transfer,North,1,0,1,1,0,0
CUST-100863,55,54.15,2,3,Month-to-month,DSL,Bank transfer,East,1,1,0,0,1,1
CUST-100864,54,62.16,1,1,Month-to-month,Fiber,Bank transfer,West,1,0,0,1,0,1
CUST-100865,19,44.81,3,3,Two year,Fiber,Electronic check,North,0,1,1,1,0,0
CUST-100866,35,93.38,0,0,Two year,DSL,Credit card,West,1,1,0,1,0,0
CUST-100867,46,84.39,2,0,One year,DSL,Bank transfer,North,1,1,1,1,0,0
CUST-100868,27,72.36,3,1,Month-to-month,Fiber,Electronic check,South,0,1,0,1,1,0
CUST-100869,18,66.97,0,0,Month-to-month,Fiber,Electronic check,West,0,1,0,0,1,0
CUST-100870,12,51.66,3,1,One year,DSL,Bank transfer,North,1,0,0,1,0,1
CUST-100871,38,18.0,0,1,Month-to-month,Fiber,Electronic check,South,0,1,1,0,1,1
CUST-100872,7,34.09,0,1,Two year,DSL,Electronic check,North,0,0,0,0,1,0
CUST-100873,18,50.18,0,4,Month-to-month,Fiber,Electronic check,South,0,0,1,1,0,1
CUST-100874,16,46.57,4,0,One year,Fiber,Electronic check,West,0,1,1,0,1,0
CUST-100875,6,74.94,2,0,Two year,Fiber,Mailed check,South,1,0,1,1,0,0
CUST-100876,21,87.48,3,1,Month-to-month,Fiber,Bank transfer,North,1,1,0,1,0,0
CUST-100878,10,101.81,1,1,One year,Fiber,Bank transfer,North,1,1,1,0,1,0
CUST-100880,38,64.75,1,3,Month-to-month,Fiber,Electronic check,Central,0,1,1,0,0,1
CUST-100881,23,66.78,2,0,One year,DSL,Electronic check,North,0,0,1,0,0,0
CUST-100883,49,70.54,0,1,Month-to-month,DSL,Credit card,South,1,1,0,1,1,0
CUST-100884,55,71.21,1,2,Month-to-month,Fiber,Mailed check,North,1,0,1,1,0,0
CUST-100885,13,28.28,2,1,Month-to-month,DSL,Electronic check,West,0,1,1,1,1,0
CUST-100886,42,46.4,0,0,Month-to-month,DSL,Electronic check,South,0,0,1,1,0,0
CUST-100888,26,18.19,1,2,Month-to-month,Fiber,Credit card,East,1,1,0,0,0,0
CUST-100889,13,100.23,1,0,One year,Fiber,Electronic check,East,0,1,0,1,0,0
CUST-100890,22,79.99,2,1,Month-to-month,Fiber,Credit card,North,1,1,1,1,1,0
CUST-100891,42,50.06,1,0,Two year,DSL,Bank transfer,South,1,0,0,0,0,0
CUST-100893,21,113.5,1,2,Month-to-month,Fiber,Credit card,Central,1,1,1,0,1,0
CUST-100894,10,101.87,2,1,One year,DSL,Electronic check,North,0,0,0,1,1,0
CUST-100896,12,71.23,1,1,Month-to-month,Fiber,Electronic check,Central,0,1,0,1,1,1
CUST-100897,4,52.49,1,0,Month-to-month,Fiber,Credit card,South,1,1,1,1,1,0
CUST-100898,14,71.23,0,1,Month-to-month,DSL,Mailed check,East,1,0,0,1,0,1
CUST-100900,47,66.11,1,0,Month-to-month,Fiber,Credit card,Central,1,0,1,1,0,1
CUST-100901,12,111.45,6,2,Month-to-month,DSL,Electronic check,West,0,1,0,1,1,0
CUST-100902,8,65.71,1,2,Month-to-month,DSL,Electronic check,West,0,0,0,0,0,1
CUST-100904,64,35.21,1,1,Two year,DSL,Mailed check,South,1,1,0,0,0,0
CUST-100905,32,71.05,0,0,One year,DSL,Credit card,Central,1,1,0,0,0,0
CUST-100906,7,49.74,1,1,Month-to-month,Fiber,Bank transfer,North,1,0,0,0,1,0
CUST-100907,72,73.92,2,1,Month-to-month,Fiber,Bank transfer,North,1,1,1,0,0,0
CUST-100908,29,29.13,5,2,Month-to-month,Fiber,Electronic check,West,0,1,1,1,1,1
CUST-100909,44,84.57,3,1,Month-to-month,Fiber,Electronic check,Central,0,0,1,0,0,1
CUST-100910,5,42.56,2,1,One year,DSL,Credit card,Central,1,1,1,0,0,1
CUST-100911,72,69.11,3,0,Two year,Fiber,Electronic check,West,0,0,1,1,1,1
CUST-100912,17,59.88,2,0,Two year,Fiber,Mailed check,South,1,1,1,1,0,0
CUST-100913,5,109.24,4,0,Two year,Fiber,Electronic check,South,0,1,0,1,0,0
CUST-100914,27,72.12,1,2,Two year,Fiber,Electronic check,East,0,0,1,1,0,0
CUST-100915,44,114.69,1,0,Two year,Fiber,Bank transfer,South,1,0,1,1,0,0
CUST-100916,35,81.46,1,1,Month-to-month,DSL,Credit card,East,1,1,1,0,0,1
CUST-100917,35,102.21,2,0,Month-to-month,DSL,Credit card,North,1,1,0,0,0,1
CUST-100918,33,62.99,1,1,Month-to-month,Fiber,Credit card,South,1,1,1,0,0,0
CUST-100919,25,76.29,1,1,Month-to-month,DSL,Electronic check,Central,0,1,0,1,0,0
CUST-100920,5,97.25,3,1,Month-to-month,DSL,Mailed check,West,1,0,0,0,1,1
CUST-100921,19,89.72,1,0,Two year,Fiber,Electronic check,North,0,1,0,1,0,0
CUST-100922,17,80.74,3,0,One year,DSL,Bank transfer,South,1,0,0,0,0,0
CUST-100923,55,60.13,2,2,Month-to-month,Fiber,Electronic check,South,0,1,0,1,0,0
CUST-100924,47,64.19,2,1,Month-to-month,Fiber,Bank transfer,South,1,1,0,0,1,0
CUST-100925,15,95.3,3,0,Month-to-month,DSL,Electronic check,West,0,0,0,1,0,1
CUST-100926,39,100.3,0,0,Month-to-month,Fiber,Credit card,Central,1,0,1,1,0,0
CUST-100927,21,53.77,1,1,Two year,DSL,Credit card,West,1,1,1,0,1,0
CUST-100930,36,87.91,2,1,Month-to-month,DSL,Credit card,North,1,1,1,0,0,1
CUST-100931,9,45.69,1,1,Month-to-month,DSL,Electronic check,Central,0,0,0,0,0,0
CUST-100933,13,81.1,2,0,One year,Fiber,Electronic check,East,0,1,0,0,0,0
CUST-100934,37,54.92,2,0,One year,Fiber,Electronic check,East,0,1,0,1,0,0
CUST-100935,47,105.53,2,4,Month-to-month,DSL,Bank transfer,Central,1,0,1,1,0,0
CUST-100936,47,32.91,0,2,Two year,Fiber,Electronic check,Central,0,1,0,0,0,0
CUST-100937,4,107.83,2,1,Month-to-month,Fiber,Mailed check,North,1,0,1,0,0,1
CUST-100938,12,75.65,2,0,Two year,Fiber,Bank transfer,South,1,1,0,0,1,0
CUST-100939,10,18.24,5,0,Month-to-month,DSL,Credit card,North,1,1,0,0,0,1
CUST-100940,37,106.21,1,0,Month-to-month,Fiber,Bank transfer,South,1,1,0,1,1,0
CUST-100941,12,91.33,2,1,Two year,Fiber,Bank transfer,West,1,0,0,0,0,0
CUST-100942,20,57.72,1,0,Month-to-month,Fiber,Electronic check,South,0,1,1,1,0,1
CUST-100943,39,44.85,1,2,Month-to-month,Fiber,Credit card,North,1,0,1,1,1,0
CUST-100944,23,30.34,1,0,Month-to-month,DSL,Electronic check,East,0,1,0,0,0,0
CUST-100945,29,125.97,4,0,Month-to-month,Fiber,Electronic check,East,0,0,1,1,1,0
CUST-100946,20,45.84,2,1,One year,DSL,Electronic check,West,0,1,0,1,1,1
CUST-100947,44,37.67,2,1,Two year,DSL,Bank transfer,North,1,1,0,1,1,0
CUST-100948,47,74.43,1,1,Two year,Fiber,Mailed check,South,1,0,0,0,0,0
CUST-100949,33,28.69,0,1,Month-to-month,DSL,Bank transfer,West,1,1,0,1,0,0
CUST-100950,47,44.44,0,0,Month-to-month,DSL,Electronic check,West,0,1,1,1,0,0
CUST-100951,72,91.88,3,2,Month-to-month,DSL,Mailed check,Central,1,0,1,1,1,1
CUST-100952,38,79.14,4,1,Month-to-month,Fiber,Mailed check,Central,1,0,0,1,0,0
CUST-100953,22,58.73,1,1,Month-to-month,Fiber,Electronic check,Central,0,0,1,1,0,0
CUST-100955,51,57.38,0,0,Two year,DSL,Bank transfer,Central,1,0,0,0,0,0
CUST-100958,29,54.07,3,0,Month-to-month,Fiber,Bank transfer,South,1,0,0,1,0,0
CUST-100959,22,53.34,1,1,Month-to-month,DSL,Electronic check,East,0,0,0,0,0,0
CUST-100960,10,50.58,3,0,Month-to-month,Fiber,Electronic check,West,0,0,0,1,0,1
CUST-100961,26,93.05,2,1,Month-to-month,DSL,Electronic check,South,0,1,0,1,0,1
CUST-100962,58,86.48,0,2,Month-to-month,Fiber,Mailed check,North,1,1,1,1,0,0
CUST-100963,32,45.62,1,1,Month-to-month,Fiber,Electronic check,Central,0,1,0,0,1,0
CUST-100964,8,39.33,3,1,Two year,DSL,Bank transfer,East,1,1,1,1,0,0
CUST-100965,36,64.23,1,1,Month-to-month,DSL,Electronic check,Central,0,0,0,0,0,1
CUST-100966,18,119.73,1,1,Two year,DSL,Credit card,South,1,1,0,0,1,0
CUST-100967,72,43.34,0,1,Month-to-month,Fiber,Electronic check,Central,0,1,1,0,1,0
CUST-100968,34,64.13,0,2,Month-to-month,Fiber,Bank transfer,West,1,0,1,1,0,1
CUST-100970,38,65.39,0,3,Month-to-month,Fiber,Mailed check,West,1,1,0,1,0,0
CUST-100971,27,57.0,1,1,Month-to-month,Fiber,Electronic check,South,0,1,0,1,0,0
CUST-100972,54,95.72,2,1,Month-to-month,DSL,Mailed check,Central,1,1,1,0,1,1
CUST-100973,15,78.91,0,2,Two year,Fiber,Credit card,Central,1,1,1,0,0,0
CUST-100974,34,88.3,0,1,Month-to-month,DSL,Credit card,West,1,1,1,1,0,0
CUST-100975,5,82.15,2,0,One year,Fiber,Electronic check,Central,0,1,1,1,1,1
CUST-100976,25,89.45,1,0,Month-to-month,DSL,Bank transfer,Central,1,0,0,1,0,1
CUST-100979,31,123.8,3,2,Month-to-month,DSL,Bank transfer,Central,1,0,1,0,0,1
CUST-100980,33,97.22,2,2,Two year,Fiber,Mailed check,North,1,1,0,1,0,0
CUST-100981,15,51.93,0,2,One year,DSL,Mailed check,East,1,1,1,0,0,0
CUST-100982,26,88.34,3,0,One year,DSL,Credit card,Central,1,1,1,0,0,0
CUST-100983,50,85.05,3,4,Month-to-month,DSL,Electronic check,Central,0,1,0,1,0,0
CUST-100984,69,114.09,1,2,Month-to-month,DSL,Bank transfer,South,1,1,0,0,1,0
CUST-100985,26,44.79,3,0,Two year,DSL,Mailed check,North,1,1,1,0,0,1
CUST-100986,51,81.39,2,0,Month-to-month,DSL,Electronic check,South,0,1,1,1,1,0
CUST-100987,11,51.65,0,3,Month-to-month,DSL,Mailed check,Central,1,0,0,0,0,0
CUST-100988,17,80.3,1,1,Month-to-month,Fiber,Credit card,East,1,0,1,1,0,0
CUST-100989,28,62.85,2,2,One year,Fiber,Mailed check,North,1,1,0,1,1,0
CUST-100990,22,79.51,2,0,One year,DSL,Electronic check,North,0,0,0,0,0,0
CUST-100991,20,34.15,0,0,One year,Fiber,Bank transfer,South,1,1,1,0,0,0
CUST-100992,47,87.04,0,0,One year,DSL,Credit card,South,1,1,0,1,1,0
CUST-100993,10,72.95,6,1,Month-to-month,DSL,Credit card,North,1,1,0,1,0,1
CUST-100994,10,71.65,1,1,Two year,Fiber,Bank transfer,East,1,1,1,1,0,1
CUST-100995,7,114.81,3,1,Month-to-month,DSL,Mailed check,East,1,1,0,0,0,1
CUST-100996,29,58.82,2,0,One year,DSL,Bank transfer,North,1,0,0,1,0,0
CUST-100997,18,76.21,2,1,Month-to-month,DSL,Credit card,South,1,1,0,0,0,1
CUST-100998,44,70.41,1,1,Two year,Fiber,Credit card,West,1,1,0,0,0,0
CUST-100999,27,72.75,1,0,Month-to-month,DSL,Credit card,Central,1,1,0,0,1,0
